customerid,loannumber,loanamount,totaldue,termdays,age,loan_interest,loan_received,amount_received,min_amount_received,max_amount_received,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,level_of_education_clients_Graduate,level_of_education_clients_Post-Graduate,level_of_education_clients_Primary,level_of_education_clients_Secondary,level_of_education_clients_Undefined
8a858e035b62dff0015b63c73aba6d9a,5,15000,16687.5,15,32.61818181818182,11.25,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0458d4ac3d0158dee8a7a84b5c,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e045b495c30015b5317021320fa,6,30000,34500.0,30,33.0,15.0,5.0,90000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a858e045b495c30015b53e0569d3bbe,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e045cd5b1d6015cd9c070a212a5,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e045cd5b1d6015ce312a2775743,2,10000,11500.0,15,26.0,15.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e045cd5b1d6015ce52f1a166c1b,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e095aae82b7015aae86ca1e030b,8,30000,34500.0,30,32.61818181818182,15.0,7.0,120000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e095c59b91b015c59d6c3e90f73,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0a565e71c401565f18e2630bcb,12,40000,44000.0,30,32.61818181818182,10.0,11.0,300000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e0a5668e69c015669270a510c49,16,30000,34500.0,30,32.61818181818182,15.0,15.0,240000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e0b5cfa2028015cfe1927380b99,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0c552ae0b801553545d3540c8c,14,40000,48000.0,60,32.61818181818182,20.0,13.0,340000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e0c552ae0b801553548b39d0db2,10,30000,34500.0,30,32.61818181818182,15.0,9.0,135000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e0c552ae0b801553c98c01724b2,7,40000,48000.0,60,32.61818181818182,20.0,6.0,130000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e0c552ae0b801553e7fcd662ff7,6,20000,24500.0,30,32.61818181818182,22.5,5.0,80000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e0c5bf343de015bf762be82124b,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0d59b23c720159b35b31f54d8b,6,20000,24500.0,30,32.61818181818182,22.5,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0d59b7438d0159bad16dec7397,8,15000,17250.0,30,32.61818181818182,15.0,7.0,80000.0,10000.0,15000.0,0,0,0,0,1,0,0,0,0,1
8a858e0d59c9abfc0159cac7fba146ab,7,10000,12250.0,30,32.61818181818182,22.5,6.0,60000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0d5aa8e240015aa8e8c383070d,4,20000,24500.0,30,27.0,22.5,3.0,30000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e0f5577f579015581e5b7620c02,13,40000,44000.0,30,32.61818181818182,10.0,12.0,245000.0,10000.0,35000.0,0,0,0,0,1,0,0,0,0,1
8a858e0f58447645015849704e667760,6,20000,24500.0,30,32.61818181818182,22.5,5.0,60000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0f58afbace0158b7e566952a99,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0f58afbace0158c909b63e176b,12,30000,39000.0,60,34.0,30.0,11.0,240000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e0f5c45466f015c46d8a4047abc,5,20000,24500.0,30,32.61818181818182,22.5,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0f5c45466f015c541a01a868a1,2,10000,13000.0,30,36.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e10570f2d65015717fcfec44996,14,60000,68100.0,90,32.61818181818182,13.5,13.0,395000.0,10000.0,50000.0,0,0,0,0,1,0,0,0,0,1
8a858e10570f2d6501571f38cbfc725c,15,45000,47250.0,30,32.61818181818182,5.0,14.0,390000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e105bd92644015bd94c80a90e1b,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e105bd92644015bda5890b251e6,3,10000,13000.0,30,26.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e105bd92644015bdc54519566e5,5,20000,24500.0,30,32.61818181818182,22.5,4.0,60000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e105c1c09c8015c1d4a28156d9a,4,20000,24500.0,30,34.0,22.5,3.0,40000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e1158dc4d830158f4057fc638c1,8,30000,34500.0,30,32.61818181818182,15.0,7.0,120000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e1158dc4d830158fabcf67068d0,6,10000,11500.0,15,24.0,15.0,5.0,50000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e125a48129b015a49f571142de2,4,15000,18375.0,30,32.61818181818182,22.5,3.0,40000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e125a48129b015a4d67d0af79ce,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e125b1ff78f015b2030942c2d22,5,10000,11500.0,15,32.61818181818182,15.0,4.0,40000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e125b1ff78f015b237dc4da47e9,6,20000,24500.0,30,32.61818181818182,22.5,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e125b391784015b3938942d2058,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e135c7e2eec015c81e0d3d1325d,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e135cb22031015cc039e591078b,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e135cb22031015cc0a1aa8e3406,2,10000,13000.0,30,26.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e135cb22031015cc47670b55fa6,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1556321b940156558c236d45af,8,40000,48000.0,60,32.61818181818182,20.0,7.0,140000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e165a47b2fd015a47ba957b0591,3,10000,11500.0,15,32.61818181818182,15.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e165b90faf9015b9689938b1ff6,5,20000,22250.0,15,32.61818181818182,11.25,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e165b90faf9015b9a873738471e,4,10000,11125.0,15,32.61818181818182,11.25,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e165cf9d8e3015cfffb0c61459f,2,10000,13000.0,30,24.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e17562dc2270156312c4a755edc,16,40000,44000.0,30,32.0,10.0,15.0,440000.0,10000.0,40000.0,0,0,1,0,0,0,0,0,0,1
8a858e175872e14e0158760dbfcc5d06,7,10000,11500.0,15,32.61818181818182,15.0,6.0,90000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e175b343fe2015b34860bbf44da,5,20000,24500.0,30,32.61818181818182,22.5,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e1856aa901b0156ae8f6ada1a00,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e185b4923b4015b4e60a5c475ca,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e185b4923b4015b549f63781182,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e185b57cc76015b57e77d890d59,5,20000,24000.0,30,32.61818181818182,20.0,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e185b57cc76015b57ee502c112c,2,10000,13000.0,30,33.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e195ccb3020015ccc1f0901664d,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e195ccb3020015ccf6f378a0e9b,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1a59cbf7460159cfa0e079219d,5,10000,13000.0,30,28.0,30.0,4.0,40000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e1a5bd8a6ae015bd8b73b94063f,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1c5bab1191015bb3064eba3de3,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1c5bf7d78e015bf8040dfc1602,3,10000,11500.0,15,32.61818181818182,15.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1d5ad28479015ad32c791e68f7,5,20000,24500.0,30,32.61818181818182,22.5,4.0,60000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e1d5b2510b2015b3059914e6865,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1d5c5a460c015c5e52353154e3,3,10000,13000.0,30,41.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e1d5cd58f9e015cde53c77b1274,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1d5cd58f9e015ce109b14c577e,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1d5cd58f9e015ce46e63263acd,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1d5cd58f9e015ceaeac93864b5,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e1e54e2aa5a0154e2bed058051e,8,40000,48000.0,60,32.61818181818182,20.0,7.0,160000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e1e5a1e6835015a22bbbeca0b24,9,30000,34500.0,30,43.0,15.0,8.0,150000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a858e1f5cac899f015cad49e98535fa,3,20000,24500.0,30,32.61818181818182,22.5,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e205af14ee8015af221e4fb5fd6,6,30000,34500.0,30,32.61818181818182,15.0,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e205c21d53a015c2a1bbee92567,3,10000,13000.0,30,29.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e205c21d53a015c31cc641b57ab,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e205c21d53a015c31eef2ae5b6a,5,20000,24500.0,30,32.61818181818182,22.5,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e205c21d53a015c32394c2162f8,4,10000,11500.0,15,32.61818181818182,15.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e205c880ef2015c8859fc092b1f,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e2155defefd0155e3c9a8564f63,12,50000,57500.0,90,32.61818181818182,15.0,11.0,300000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e2155defefd0155f51978645e36,15,50000,52500.0,30,32.61818181818182,5.0,14.0,405000.0,10000.0,50000.0,0,0,0,0,1,0,0,0,0,1
8a858e21586d1ac801586d9b9f0a2f3b,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e225a22cf58015a2471b4854027,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e225a28c713015a30db5c48383d,4,20000,24500.0,30,42.0,22.5,3.0,30000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e225c404292015c409a09261363,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e235b5784eb015b5790e9e109d7,6,20000,24500.0,30,32.61818181818182,22.5,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e235bd971a4015bd984429906d5,4,10000,11500.0,15,38.0,15.0,3.0,30000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e235bd971a4015be654eb7a6489,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e235be813f6015be923ff0d621f,3,10000,11000.0,15,32.61818181818182,10.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245a4f0e47015a5adda94f4429,7,30000,34500.0,30,36.0,15.0,6.0,90000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e245b680423015b6ced9fa8358f,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245b680423015b6dd77f2150e8,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245b680423015b70f7a57e07ac,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245b680423015b7ad113d6259a,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245b680423015b8056f2c015eb,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245c214660015c27adef9e3e17,5,20000,22250.0,15,32.61818181818182,11.25,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e245c214660015c2c27234403a9,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e245c5f3f7c015c5fc06e1022b7,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e255557edfe015559c51f350cc0,12,20000,24500.0,30,32.61818181818182,22.5,11.0,210000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e255557edfe015563a492d53502,10,40000,48000.0,60,32.61818181818182,20.0,9.0,185000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e255557edfe015573404b8a167f,4,10000,13000.0,30,42.0,30.0,3.0,28000.0,8000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e255b910db1015ba178f5865126,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e285c7c7fc9015c7c8c1e040865,2,10000,13000.0,30,35.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e2959d14bd70159d4bc25587344,10,30000,34500.0,30,32.61818181818182,15.0,9.0,160000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e2b598cba8201598e0475ff4489,10,30000,34500.0,30,32.61818181818182,15.0,9.0,165000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e2c5bd33ac0015bd3680c8b1bad,3,10000,13000.0,30,37.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e2d565657b101565ae54e5638c1,10,40000,48000.0,60,32.0,20.0,9.0,150000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a858e2d565657b101565c1b4e586d85,7,20000,24500.0,30,32.61818181818182,22.5,6.0,75000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e2d565657b101565c1f67be6de7,11,20000,24500.0,30,32.61818181818182,22.5,10.0,170000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e2d565657b1015668e28ed86029,6,20000,24500.0,30,32.61818181818182,22.5,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e2d5bb55d46015bbf3c999363f3,4,20000,22250.0,15,32.61818181818182,11.25,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e2d5bb55d46015bc34c011f3c7e,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e2d5bb55d46015bc56e31b02869,10,30000,34500.0,30,32.61818181818182,15.0,9.0,150000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e2e5bb57a37015bbdd7f994337a,4,20000,22250.0,15,32.61818181818182,11.25,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e2e5bb57a37015bc0e3cdd00b74,3,10000,11500.0,15,32.61818181818182,15.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3257b91c6d0157d208aede0483,7,20000,22250.0,15,32.61818181818182,11.25,6.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e345bd96da8015bdaa8f56d42c1,2,10000,13000.0,30,25.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e345bd96da8015bdda4b3061ff5,6,20000,24500.0,30,32.61818181818182,22.5,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e345bd96da8015bdf494ac059fe,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e345bd96da8015be30e7a5a308f,5,20000,22250.0,15,32.61818181818182,11.25,4.0,50000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e345bd96da8015be325004232e3,4,15000,18375.0,30,37.0,22.5,3.0,30000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e345bd96da8015be4fad6386f24,3,10000,13000.0,30,35.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e345bd96da8015be6289d010075,3,10000,13000.0,30,27.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e345bd96da8015be708cfda2c74,3,10000,13000.0,30,41.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e345bd96da8015be74e2d845157,2,10000,13000.0,30,41.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e35589c0ac00158a5b90844229d,12,30000,34500.0,30,25.0,15.0,11.0,170000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a858e3654e2a8240154e86636f673f8,4,10000,13000.0,30,32.61818181818182,30.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3654e2a8240154e9fa08b9171e,7,30000,34500.0,30,33.0,15.0,6.0,100000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a858e36590808e30159431352ef5f7d,2,10000,13000.0,30,35.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e36590808e3015947b0870e6c89,7,30000,34500.0,30,48.0,15.0,6.0,90000.0,10000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a858e365ca12b1d015ca1379747057d,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e395cb1d4d9015cbe36653b294e,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e395cb1d4d9015cc067ecea501f,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3a54e3370201552745a1785f7c,8,20000,23000.0,30,32.61818181818182,15.0,7.0,110000.0,5000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e3c58537338015864369edf2b32,5,20000,22250.0,15,31.0,11.25,4.0,45000.0,10000.0,15000.0,1,0,0,0,0,0,0,0,0,1
8a858e3d55ca3ef60155ce643a0663d5,10,30000,34500.0,30,32.61818181818182,15.0,9.0,150000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e3d55ca3ef60155d426178f29ab,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3d570f30bb01571db9f99b0254,8,30000,34500.0,30,32.0,15.0,7.0,100000.0,10000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a858e3d5c3b5122015c3c3fdc122cdf,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3d5c3b5122015c3f19525a05d4,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3d5c3b5122015c408c5c046a18,3,10000,11500.0,15,32.61818181818182,15.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3e5922ba4301592d167a8d19b7,5,10000,13000.0,30,32.61818181818182,30.0,4.0,40000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3e5922ba4301593bdd879f6f02,5,10000,13000.0,30,25.0,30.0,4.0,40000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e3e5922ba430159604e0bc87433,7,30000,34500.0,30,29.0,15.0,6.0,90000.0,10000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a858e3e5922ba43015960f173140164,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e3f5b5cecb6015b5d16a740279e,2,10000,13000.0,30,30.0,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e41579fc64b0157b4831cca06cd,11,20000,24500.0,30,32.61818181818182,22.5,10.0,140000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e415c5a2000015c5a85158e2fd3,3,10000,11500.0,15,32.61818181818182,15.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e425700714c015700c9da261e46,3,10000,11500.0,15,32.61818181818182,15.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e42570314e001570584d48641dc,9,30000,34500.0,30,32.61818181818182,15.0,8.0,130000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e42570314e00157062a120e6345,8,30000,34500.0,30,32.61818181818182,15.0,7.0,120000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858e435bedeb4f015beefb8a294d30,3,10000,13000.0,30,27.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e435bedeb4f015bf103d73403bf,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e435d37b4ce015d392878493f59,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e435d37b4ce015d3b2164ed0b00,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e44573d4b3701574dcc81ef0120,8,30000,34500.0,30,39.0,15.0,7.0,120000.0,10000.0,30000.0,0,0,1,0,0,0,0,0,0,1
8a858e445add19b4015ade12ac4d382a,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445add19b4015ae205caa61bfd,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445add19b4015ae7ed46155eb9,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445add19b4015ae905c37c7b00,5,20000,24500.0,30,39.0,22.5,4.0,50000.0,10000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a858e445ca25ee3015ca2f66dc826e0,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445ca25ee3015ca6262dd83aaf,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445cd56553015cd94108ba7dc1,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445cd56553015ce0837e8536e7,2,10000,13000.0,30,39.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e445cd56553015ce17d2c26494d,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e445cd56553015ce203566b4ea7,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
